far,fdr,precision,recall,f1,tp,fn,fp,tn,normal_detected,fault_detected,method,fault_num,threshold,scoring_method,confidence_level
1.3026052104208417,1.2518778167250877,0.49019607843137253,0.012518778167250876,0.0244140625,25,1972,26,1970,[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0],重建质量导向,15,7.922155639778202,reconstruction_based,0.98
