far,fdr,precision,recall,f1,tp,fn,fp,tn,normal_detected,fault_detected,method,fault_num,threshold,scoring_method,confidence_level
1.3026052104208417,96.99549323985978,0.9867549668874173,0.9699549323985979,0.9782828282828284,1937,60,26,1970,[0 0 0 ... 0 0 0],[1 1 1 ... 1 1 1],重建质量导向,18,7.922155639778202,reconstruction_based,0.98
