far,fdr,precision,recall,f1,tp,fn,fp,tn,normal_detected,fault_detected,method,fault_num,threshold,scoring_method,confidence_level
17.535070140280563,22.533800701051575,0.5625,0.22533800701051576,0.321773328566321,450,1547,350,1646,[1 0 1 ... 0 0 0],[1 1 1 ... 1 1 1],重建质量导向,5,2.5688316812659573,reconstruction_based,0.98
